submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s378650863,p00002,u259749965,1343789619,C,C,c,Time Limit Exceeded,9990,368,217,0/1
s115452687,p00002,u259749965,1343789943,C,C,c,Accepted,0,0,293,1/1
s857557358,p00002,u259749965,1343790044,C,C,c,Accepted,0,0,292,1/1
s149122609,p00002,u479947501,1344341687,C,C,c,Accepted,0,0,224,1/1
s792648205,p00002,u127856137,1344396023,C,C,c,Wrong Answer,0,0,163,0/1
s471938547,p00002,u127856137,1344396179,C,C,c,Time Limit Exceeded,9990,408,180,0/1
s372398790,p00002,u127856137,1344396211,C,C,c,Accepted,0,0,185,1/1
s356259018,p00002,u876971270,1344432548,C,C,c,Wrong Answer,0,0,216,0/1
s309160624,p00002,u906808786,1344694750,C,C,c,Wrong Answer,0,520,147,0/1
s771951126,p00002,u906808786,1344694836,C,C,c,Time Limit Exceeded,10960,596,186,0/1
s282684255,p00002,u906808786,1344694900,C,C,c,Wrong Answer,0,600,195,0/1
s619617300,p00002,u423870668,1345124721,C,C,c,Wrong Answer,0,600,151,0/1
s352486221,p00002,u876971270,1345127779,C,C,c,Wrong Answer,0,600,216,0/1
s684381510,p00002,u876971270,1345128248,C,C,c,Compile Error,0,4504,342,0/1
s658273935,p00002,u876971270,1345128280,C,C,c,Wrong Answer,0,600,342,0/1
s880612168,p00002,u876971270,1345128452,C,C,c,Compile Error,0,4504,515,0/1
s371319436,p00002,u876971270,1345128485,C,C,c,Accepted,0,604,379,1/1
s654438884,p00002,u423870668,1345128744,C,C,c,Wrong Answer,0,604,180,0/1
s532573044,p00002,u423870668,1345129242,C,C,c,Wrong Answer,0,604,194,0/1
s967945941,p00002,u166028235,1345199558,C,C,c,Wrong Answer,0,600,113,0/1
s962580357,p00002,u166028235,1345199747,C,C,c,Accepted,0,600,197,1/1
s255756120,p00002,u073531050,1346111118,C,C,c,Accepted,0,652,185,1/1
s977626006,p00002,u769894239,1346419836,C,C,c,Accepted,0,596,248,1/1
s645554221,p00002,u265039231,1346484518,C,C,c,Wrong Answer,0,600,152,0/1
s910403950,p00002,u265039231,1346484608,C,C,c,Wrong Answer,0,600,133,0/1
s301230530,p00002,u265039231,1346485893,C,C,c,Time Limit Exceeded,10000,596,189,0/1
s441363879,p00002,u265039231,1346486136,C,C,c,Wrong Answer,0,600,213,0/1
s647957087,p00002,u265039231,1346486571,C,C,c,Wrong Answer,0,600,210,0/1
s795264991,p00002,u265039231,1346486706,C,C,c,Accepted,0,600,189,1/1
s875549129,p00002,u284227779,1346516063,C,C,c,Wrong Answer,0,596,156,0/1
s768654932,p00002,u284227779,1346516162,C,C,c,Wrong Answer,0,600,157,0/1
s262527436,p00002,u284227779,1346520121,C,C,c,Wrong Answer,0,600,180,0/1
s807551295,p00002,u284227779,1346520441,C,C,c,Wrong Answer,0,600,181,0/1
s416858452,p00002,u284227779,1346521177,C,C,c,Accepted,0,600,185,1/1
s507851801,p00002,u809815599,1346574237,C,C,c,Wrong Answer,0,600,270,0/1
s358630993,p00002,u809815599,1346575731,C,C,c,Wrong Answer,0,608,413,0/1
s991948666,p00002,u809815599,1346577284,C,C,c,Accepted,0,600,277,1/1
s750550145,p00002,u619300234,1346756895,C,C,c,Compile Error,0,1320,205,0/1
s407840366,p00002,u619300234,1346756971,C,C,c,Wrong Answer,0,636,203,0/1
s715663230,p00002,u619300234,1346758588,C,C,c,Compile Error,0,1232,249,0/1
s908186248,p00002,u619300234,1346758625,C,C,c,Wrong Answer,0,640,261,0/1
s356332227,p00002,u619300234,1346760501,C,C,c,Wrong Answer,0,640,329,0/1
s106825919,p00002,u619300234,1346760684,C,C,c,Accepted,0,644,321,1/1
s305640400,p00002,u917646831,1346841138,C,C,c,Time Limit Exceeded,10000,596,283,0/1
s511317770,p00002,u917646831,1346841268,C,C,c,Accepted,0,600,288,1/1
s624598697,p00002,u228756885,1346894615,C,C,c,Accepted,0,600,320,1/1
s966363035,p00002,u169951042,1346918039,C,C,c,Accepted,0,600,223,1/1
s512840991,p00002,u661410446,1346919368,C,C,c,Accepted,0,600,262,1/1
s371949041,p00002,u087732536,1347076208,C,C,c,Wrong Answer,0,600,164,0/1
s384579625,p00002,u087732536,1347076280,C,C,c,Wrong Answer,0,600,166,0/1
s994474285,p00002,u087732536,1347076430,C,C,c,Time Limit Exceeded,10000,596,180,0/1
s143758971,p00002,u027784581,1347088717,C,C,c,Time Limit Exceeded,10000,592,300,0/1
s953809118,p00002,u027784581,1347088948,C,C,c,Accepted,0,600,307,1/1
s804308322,p00002,u925772044,1347171899,C,C,c,Time Limit Exceeded,10000,596,257,0/1
s488944664,p00002,u925772044,1347172068,C,C,c,Compile Error,0,548,379,0/1
s826542750,p00002,u925772044,1347172132,C,C,c,Time Limit Exceeded,10000,596,363,0/1
s600043273,p00002,u925772044,1347172380,C,C,c,Runtime Error,0,556,457,0/1
s687019224,p00002,u925772044,1347172606,C,C,c,Accepted,0,600,291,1/1
s168486244,p00002,u539827801,1347360021,C,C,c,Accepted,0,600,198,1/1
s712294410,p00002,u085782696,1347707675,C,C,c,Accepted,0,604,198,1/1
s928989827,p00002,u839357378,1347858924,C,C,c,Time Limit Exceeded,10000,620,113,0/1
s917374530,p00002,u839357378,1347859036,C,C,c,Runtime Error,0,560,124,0/1
s898130273,p00002,u839357378,1347859142,C,C,c,Runtime Error,0,628,62,0/1
s714934604,p00002,u839357378,1347859295,C,C,c,Runtime Error,0,628,104,0/1
s929454074,p00002,u839357378,1347859365,C,C,c,Wrong Answer,0,628,114,0/1
s010250890,p00002,u839357378,1347859570,C,C,c,Time Limit Exceeded,10000,624,113,0/1
s740198831,p00002,u839357378,1347859630,C,C,c,Runtime Error,0,628,71,0/1
s365292897,p00002,u839357378,1347859675,C,C,c,Runtime Error,0,628,108,0/1
s407629313,p00002,u839357378,1347859873,C,C,c,Runtime Error,0,628,120,0/1
s332370237,p00002,u839357378,1347859906,C,C,c,Accepted,0,612,182,1/1
s067279517,p00002,u580977620,1348232194,C,C,c,Accepted,0,600,228,1/1
s604003276,p00002,u355549067,1348430892,C,C,c,Accepted,0,648,178,1/1
s154687691,p00002,u089494965,1348649946,C,C,c,Wrong Answer,0,560,531,0/1
s108149521,p00002,u674919810,1348750324,C,C,c,Accepted,0,600,214,1/1
s030268403,p00002,u613794483,1348981073,C,C,c,Accepted,0,600,206,1/1
s329312646,p00002,u300645821,1349097080,C,C,c,Accepted,0,644,79,1/1
s706901845,p00002,u641440787,1349403847,C,C,c,Time Limit Exceeded,10000,556,198,0/1
s812613308,p00002,u641440787,1349403946,C,C,c,Wrong Answer,0,600,201,0/1
s102467256,p00002,u641440787,1349404050,C,C,c,Accepted,0,600,201,1/1
s566839170,p00002,u068244524,1349622740,C,C,c,Accepted,0,600,188,1/1
s163990408,p00002,u641440787,1349762820,C,C,c,Time Limit Exceeded,10000,596,183,0/1
s050257599,p00002,u641440787,1349762975,C,C,c,Runtime Error,0,600,188,0/1
s433005998,p00002,u641440787,1349763052,C,C,c,Accepted,0,600,201,1/1
s429504389,p00002,u427271952,1349930767,C,C,c,Wrong Answer,0,616,219,0/1
s556410014,p00002,u427271952,1349931365,C,C,c,Wrong Answer,0,644,232,0/1
s850326370,p00002,u427271952,1349931623,C,C,c,Wrong Answer,0,644,254,0/1
s376776528,p00002,u427271952,1349931898,C,C,c,Wrong Answer,0,644,259,0/1
s995555571,p00002,u427271952,1349931972,C,C,c,Wrong Answer,0,644,189,0/1
s493709076,p00002,u427271952,1349932092,C,C,c,Accepted,0,644,193,1/1
s597326772,p00002,u100936886,1350285318,C,C,c,Wrong Answer,0,616,267,0/1
s984855025,p00002,u842511339,1350460132,C,C,c,Accepted,0,644,157,1/1
s548416001,p00002,u377201167,1350636238,C,C,c,Accepted,0,524,407,1/1
s801037107,p00002,u100936886,1350766504,C,C,c,Wrong Answer,0,596,295,0/1
s320581121,p00002,u100936886,1350766671,C,C,c,Wrong Answer,0,600,323,0/1
s233990431,p00002,u100936886,1350766757,C,C,c,Accepted,0,600,332,1/1
s768932635,p00002,u245286435,1351020328,C,C,c,Accepted,0,692,405,1/1
s426161455,p00002,u759717506,1351074661,C,C,c,Time Limit Exceeded,10000,556,238,0/1
s856270836,p00002,u759717506,1351076666,C,C,c,Accepted,0,600,239,1/1
s598717005,p00002,u300645821,1351273987,C,C,c,Accepted,0,644,79,1/1
s584041063,p00002,u083998194,1351322241,C,C,c,Accepted,0,600,198,1/1
s390944747,p00002,u662697164,1351592428,C,C,c,Accepted,0,600,242,1/1
s511262787,p00002,u600469399,1351651591,C,C,c,Wrong Answer,0,600,340,0/1
s728859450,p00002,u600469399,1351651608,C,C,c,Wrong Answer,0,596,319,0/1
s169200352,p00002,u600469399,1351651652,C,C,c,Time Limit Exceeded,10000,596,347,0/1
s844939422,p00002,u600469399,1351651768,C,C,c,Wrong Answer,0,600,306,0/1
s163846535,p00002,u600469399,1351651792,C,C,c,Wrong Answer,0,600,308,0/1
s659582671,p00002,u600469399,1351651809,C,C,c,Wrong Answer,0,600,308,0/1
s203303406,p00002,u600469399,1351651900,C,C,c,Time Limit Exceeded,10000,596,325,0/1
s311457336,p00002,u498680922,1351736492,C,C,c,Wrong Answer,0,612,167,0/1
s020875981,p00002,u498680922,1351737561,C,C,c,Accepted,0,612,185,1/1
s396239090,p00002,u828611384,1351762686,C,C,c,Wrong Answer,0,600,406,0/1
s406044621,p00002,u828611384,1351762916,C,C,c,Wrong Answer,0,600,429,0/1
s908696930,p00002,u373127758,1352276428,C,C,c,Accepted,0,644,206,1/1
s451789425,p00002,u373127758,1352276444,C,C,c,Wrong Answer,0,600,235,0/1
s127534199,p00002,u373127758,1352276513,C,C,c,Accepted,0,600,298,1/1
s554580724,p00002,u968445619,1352512086,C,C,c,Wrong Answer,0,600,153,0/1
s964556652,p00002,u968445619,1352512283,C,C,c,Wrong Answer,0,600,157,0/1
s624887977,p00002,u968445619,1352512467,C,C,c,Wrong Answer,0,600,164,0/1
s726825683,p00002,u968445619,1352512669,C,C,c,Wrong Answer,0,600,178,0/1
s833457903,p00002,u724424933,1352600809,C,C,c,Time Limit Exceeded,10000,596,216,0/1
s050878068,p00002,u724424933,1352600876,C,C,c,Time Limit Exceeded,10000,596,216,0/1
s995457339,p00002,u724424933,1352601044,C,C,c,Time Limit Exceeded,10000,596,216,0/1
s977308125,p00002,u724424933,1352601409,C,C,c,Time Limit Exceeded,10000,596,221,0/1
s814315995,p00002,u724424933,1352601495,C,C,c,Time Limit Exceeded,10000,596,235,0/1
s577470300,p00002,u724424933,1352641589,C,C,c,Wrong Answer,0,600,199,0/1
s274722330,p00002,u724424933,1352642169,C,C,c,Time Limit Exceeded,10000,596,191,0/1
s194799618,p00002,u575927440,1352707555,C,C,c,Accepted,0,600,167,1/1
s212085978,p00002,u851799777,1352763228,C,C,c,Accepted,0,600,205,1/1
s265725624,p00002,u969432261,1352765787,C,C,c,Wrong Answer,0,600,150,0/1
s982408676,p00002,u724424933,1353087824,C,C,c,Accepted,0,596,276,1/1
s655490086,p00002,u794549850,1353142763,C,C,c,Runtime Error,0,532,495,0/1
s661065210,p00002,u794549850,1353142820,C,C,c,Runtime Error,0,528,515,0/1
s671873529,p00002,u794549850,1353143181,C,C,c,Runtime Error,0,528,545,0/1
s309453536,p00002,u968445619,1353218367,C,C,c,Wrong Answer,0,600,158,0/1
s921110407,p00002,u089494965,1353313274,C,C,c,Accepted,0,600,187,1/1
s050316974,p00002,u810414566,1353469955,C,C,c,Accepted,0,620,711,1/1
s258958952,p00002,u010656575,1353552402,C,C,c,Accepted,0,644,168,1/1
s568001316,p00002,u971942633,1353580928,C,C,c,Accepted,0,600,194,1/1
s594301595,p00002,u769754759,1353901855,C,C,c,Wrong Answer,0,600,185,0/1
s240883023,p00002,u769754759,1353902543,C,C,c,Accepted,0,600,210,1/1
s207831089,p00002,u284227779,1353993433,C,C,c,Accepted,0,600,185,1/1
s777747468,p00002,u013949616,1354204501,C,C,c,Wrong Answer,0,600,274,0/1
s264128641,p00002,u724778469,1354519900,C,C,c,Wrong Answer,0,596,237,0/1
s606552200,p00002,u724778469,1354519972,C,C,c,Time Limit Exceeded,10000,596,304,0/1
s977120111,p00002,u724778469,1354520068,C,C,c,Wrong Answer,0,600,287,0/1
s538239817,p00002,u891268990,1354597794,C,C,c,Accepted,0,600,239,1/1
s388068511,p00002,u871745100,1354623288,C,C,c,Time Limit Exceeded,10000,640,146,0/1
s358990838,p00002,u871745100,1354623361,C,C,c,Wrong Answer,0,644,133,0/1
s700832717,p00002,u871745100,1354623470,C,C,c,Wrong Answer,0,640,141,0/1
s381448339,p00002,u871745100,1354623564,C,C,c,Accepted,0,644,147,1/1
s711268311,p00002,u275296005,1355024869,C,C,c,Accepted,0,600,183,1/1
s512896510,p00002,u570804100,1355059080,C,C,c,Wrong Answer,0,612,1107,0/1
s291822653,p00002,u570804100,1355059248,C,C,c,Accepted,0,612,486,1/1
s811747598,p00002,u202170986,1355136157,C,C,c,Time Limit Exceeded,10000,596,183,0/1
s845572839,p00002,u202170986,1355136355,C,C,c,Accepted,0,600,182,1/1
s823171312,p00002,u202170986,1355196117,C,C,c,Accepted,0,612,173,1/1
s813405115,p00002,u011621222,1355314565,C,C,c,Wrong Answer,0,600,145,0/1
s406663802,p00002,u563389827,1355839769,C,C,c,Time Limit Exceeded,10000,596,141,0/1
s499996583,p00002,u563389827,1355839874,C,C,c,Wrong Answer,0,596,148,0/1
s869843793,p00002,u563389827,1355840509,C,C,c,Wrong Answer,0,600,198,0/1
s662145527,p00002,u563389827,1355841558,C,C,c,Wrong Answer,0,600,241,0/1
s827897628,p00002,u575927440,1355976993,C,C,c,Accepted,0,600,180,1/1
s248875957,p00002,u674943211,1356065464,C,C,c,Accepted,0,596,244,1/1
s755110583,p00002,u635328368,1356453408,C,C,c,Runtime Error,0,600,278,0/1
s491015114,p00002,u635328368,1356453532,C,C,c,Runtime Error,0,600,308,0/1
s037975345,p00002,u635328368,1356453878,C,C,c,Runtime Error,0,600,298,0/1
s054532879,p00002,u635328368,1356454066,C,C,c,Wrong Answer,0,600,309,0/1
s174412568,p00002,u635328368,1356454155,C,C,c,Accepted,0,600,273,1/1
s898942189,p00002,u310759044,1356472935,C,C,c,Accepted,0,612,180,1/1
s480562347,p00002,u497322905,1356527070,C,C,c,Accepted,0,608,521,1/1
s785653304,p00002,u086046856,1357231716,C,C,c,Wrong Answer,0,600,222,0/1
s919401267,p00002,u086046856,1357231848,C,C,c,Wrong Answer,0,600,258,0/1
s384449365,p00002,u086046856,1357232011,C,C,c,Wrong Answer,0,600,274,0/1
s039186217,p00002,u086046856,1357232193,C,C,c,Accepted,0,600,298,1/1
s200345549,p00002,u665962315,1357248997,C,C,c,Time Limit Exceeded,10000,596,251,0/1
s827902804,p00002,u665962315,1357249585,C,C,c,Accepted,0,600,258,1/1
s514677063,p00002,u490032117,1357374462,C,C,c,Accepted,0,612,195,1/1
s284811960,p00002,u416039078,1357479343,C,C,c,Accepted,0,644,221,1/1
s271003848,p00002,u167841698,1357614853,C,C,c,Accepted,0,600,211,1/1
s890411705,p00002,u983285463,1357665713,C,C,c,Wrong Answer,0,600,176,0/1
s254482793,p00002,u983285463,1357665960,C,C,c,Accepted,0,600,237,1/1
s504745392,p00002,u011621222,1358276095,C,C,c,Wrong Answer,0,604,204,0/1
s731264902,p00002,u011621222,1358397971,C,C,c,Wrong Answer,0,604,207,0/1
s843798365,p00002,u495310393,1358516341,C,C,c,Wrong Answer,0,600,300,0/1
s963135698,p00002,u495310393,1358516889,C,C,c,Accepted,0,600,179,1/1
s040708319,p00002,u450174045,1359016897,C,C,c,Accepted,0,600,174,1/1
s690082403,p00002,u490032117,1359103268,C,C,c,Runtime Error,0,592,80,0/1
s992072965,p00002,u490032117,1359104438,C,C,c,Runtime Error,0,576,86,0/1
s915101907,p00002,u490032117,1359110984,C,C,c,Runtime Error,0,612,77,0/1
s096899445,p00002,u490032117,1359111061,C,C,c,Runtime Error,0,612,79,0/1
s009443279,p00002,u490032117,1359111373,C,C,c,Runtime Error,0,612,80,0/1
s469971584,p00002,u490032117,1359111386,C,C,c,Runtime Error,0,608,81,0/1
s768895834,p00002,u490032117,1359111562,C,C,c,Runtime Error,0,628,62,0/1
s209624159,p00002,u577850777,1359617331,C,C,c,Accepted,0,596,412,1/1
s505186172,p00002,u514537648,1359856944,C,C,c,Accepted,0,600,189,1/1
s376154915,p00002,u543196252,1360001335,C,C,c,Time Limit Exceeded,10000,596,285,0/1
s550287359,p00002,u543196252,1360001469,C,C,c,Wrong Answer,0,524,315,0/1
s643335622,p00002,u543196252,1360001680,C,C,c,Time Limit Exceeded,10000,592,285,0/1
s493011415,p00002,u543196252,1360002164,C,C,c,Time Limit Exceeded,10000,596,286,0/1
s097237922,p00002,u543196252,1360002321,C,C,c,Wrong Answer,0,600,251,0/1
s027280141,p00002,u543196252,1360002419,C,C,c,Accepted,0,600,285,1/1
s358043902,p00002,u794549850,1360317979,C,C,c,Runtime Error,0,528,322,0/1
s612140633,p00002,u412250913,1360452373,C,C,c,Accepted,0,640,371,1/1
s052017004,p00002,u003863476,1360529831,C,C,c,Accepted,0,600,204,1/1
s350111722,p00002,u968445619,1360632794,C,C,c,Wrong Answer,0,600,142,0/1
s590957887,p00002,u590468403,1360671018,C,C,c,Accepted,0,600,188,1/1
s935980662,p00002,u006303472,1360684008,C,C,c,Accepted,0,536,359,1/1
s220232154,p00002,u055717715,1360741630,C,C,c,Accepted,0,612,281,1/1
s055839905,p00002,u325583072,1361030299,C,C,c,Accepted,0,600,208,1/1
s816186378,p00002,u547448138,1361193422,C,C,c,Accepted,0,600,286,1/1
s418409283,p00002,u782850731,1361765595,C,C,c,Accepted,0,600,198,1/1
s418871150,p00002,u011810163,1361899383,C,C,c,Accepted,0,600,220,1/1
s677789021,p00002,u321071186,1362065503,C,C,c,Wrong Answer,0,600,218,0/1
s236186816,p00002,u321071186,1362065731,C,C,c,Wrong Answer,0,600,281,0/1
s470424940,p00002,u321071186,1362065832,C,C,c,Wrong Answer,0,600,288,0/1
s633277073,p00002,u321071186,1362066167,C,C,c,Wrong Answer,0,600,287,0/1
s192543331,p00002,u321071186,1362066467,C,C,c,Accepted,0,600,213,1/1
s273315615,p00002,u139412071,1362383711,C,C,c,Wrong Answer,0,600,215,0/1
s355723692,p00002,u139412071,1362383846,C,C,c,Accepted,0,600,242,1/1
s730437543,p00002,u379719265,1362450879,C,C,c,Accepted,0,644,214,1/1
s293964982,p00002,u263489624,1362821390,C,C,c,Wrong Answer,0,600,192,0/1
s977283431,p00002,u945359406,1362959588,C,C,c,Accepted,0,644,224,1/1
s192655517,p00002,u743065194,1362998865,C,C,c,Time Limit Exceeded,10000,592,83,0/1
s733527107,p00002,u870572999,1363154720,C,C,c,Accepted,0,596,280,1/1
s754411335,p00002,u879482226,1363404311,C,C,c,Wrong Answer,0,524,168,0/1
s498721612,p00002,u879482226,1363404607,C,C,c,Wrong Answer,0,520,182,0/1
s141724826,p00002,u490032117,1363873231,C,C,c,Runtime Error,0,644,71,0/1
s538464314,p00002,u490032117,1363873355,C,C,c,Runtime Error,0,644,71,0/1
s871227286,p00002,u490032117,1363873383,C,C,c,Runtime Error,0,644,71,0/1
s413051492,p00002,u490032117,1363873457,C,C,c,Wrong Answer,0,560,70,0/1
s816344743,p00002,u819565651,1363888771,C,C,c,Wrong Answer,0,560,475,0/1
s408204457,p00002,u819565651,1363889089,C,C,c,Time Limit Exceeded,20000,556,497,0/1
s379106178,p00002,u819565651,1363889176,C,C,c,Compile Error,20000,0,518,0/1
s593989642,p00002,u819565651,1363889195,C,C,c,Wrong Answer,0,560,517,0/1
s932094870,p00002,u819565651,1363889626,C,C,c,Accepted,0,584,517,1/1
s436818704,p00002,u011621222,1364118581,C,C,c,Wrong Answer,300,600,297,0/1
s338284918,p00002,u011621222,1364225682,C,C,c,Time Limit Exceeded,20000,528,250,0/1
s412515081,p00002,u479947501,1364276117,C,C,c,Wrong Answer,0,600,227,0/1
s865779135,p00002,u479947501,1364276149,C,C,c,Wrong Answer,0,600,238,0/1
s751505301,p00002,u479947501,1364276176,C,C,c,Accepted,0,600,238,1/1
s395683402,p00002,u490032117,1364284057,C,C,c,Accepted,0,640,153,1/1
s406637122,p00002,u100783513,1364570339,C,C,c,Time Limit Exceeded,20000,596,643,0/1
s443776220,p00002,u100783513,1364570542,C,C,c,Time Limit Exceeded,20000,596,626,0/1
s942658332,p00002,u100783513,1364570981,C,C,c,Wrong Answer,0,600,735,0/1
s966914802,p00002,u100783513,1364571104,C,C,c,Wrong Answer,0,600,735,0/1
s162632708,p00002,u100783513,1364571408,C,C,c,Wrong Answer,0,600,745,0/1
s534510467,p00002,u100783513,1364572024,C,C,c,Wrong Answer,0,608,781,0/1
s468111791,p00002,u100783513,1364572610,C,C,c,Time Limit Exceeded,20000,596,494,0/1
s451564107,p00002,u100783513,1364572893,C,C,c,Time Limit Exceeded,20000,596,499,0/1
s350199279,p00002,u100783513,1364573091,C,C,c,Accepted,0,600,520,1/1
s182289359,p00002,u011621222,1364586127,C,C,c,Runtime Error,0,600,169,0/1
s196222908,p00002,u167972011,1364964029,C,C,c,Compile Error,0,0,149,0/1
s520823107,p00002,u167972011,1364964062,C,C,c,Compile Error,0,0,141,0/1
s955087969,p00002,u167972011,1364964300,C,C,c,Accepted,0,612,166,1/1
s897841633,p00002,u685815919,1365086447,C,C,c,Accepted,0,600,235,1/1
s300649335,p00002,u463990569,1365755381,C,C,c,Wrong Answer,0,600,481,0/1
s656953492,p00002,u463990569,1365770430,C,C,c,Wrong Answer,0,600,759,0/1
s611861030,p00002,u463990569,1365770606,C,C,c,Accepted,0,600,537,1/1
s717690029,p00002,u690860505,1365872018,C,C,c,Compile Error,0,0,304,0/1
s286629312,p00002,u690860505,1365872072,C,C,c,Runtime Error,0,540,307,0/1
s576738585,p00002,u690860505,1365872200,C,C,c,Compile Error,0,0,340,0/1
s123622353,p00002,u690860505,1365872227,C,C,c,Runtime Error,0,540,341,0/1
s815930855,p00002,u690860505,1365872392,C,C,c,Compile Error,0,0,347,0/1
s619008153,p00002,u690860505,1365872540,C,C,c,Compile Error,0,0,461,0/1
s872453815,p00002,u690860505,1365872666,C,C,c,Compile Error,0,0,460,0/1
s870651033,p00002,u690860505,1365872716,C,C,c,Compile Error,0,0,456,0/1
s025889688,p00002,u690860505,1365872750,C,C,c,Compile Error,0,0,456,0/1
s253965872,p00002,u690860505,1365873089,C,C,c,Compile Error,0,0,334,0/1
s854845015,p00002,u011621222,1365906369,C,C,c,Runtime Error,0,644,326,0/1
s800192441,p00002,u690860505,1366307092,C,C,c,Compile Error,0,0,241,0/1
s564757825,p00002,u690860505,1366307129,C,C,c,Compile Error,0,0,218,0/1
s401457990,p00002,u690860505,1366307173,C,C,c,Time Limit Exceeded,20000,640,220,0/1
s342359800,p00002,u690860505,1366307740,C,C,c,Compile Error,0,0,218,0/1
s151645866,p00002,u690860505,1366307754,C,C,c,Wrong Answer,0,644,218,0/1
s933948055,p00002,u690860505,1366307802,C,C,c,Wrong Answer,0,644,220,0/1
s485767825,p00002,u690860505,1366307901,C,C,c,Compile Error,0,0,257,0/1
s647478588,p00002,u690860505,1366307912,C,C,c,Wrong Answer,0,644,258,0/1
s816042393,p00002,u690860505,1366307950,C,C,c,Accepted,0,644,260,1/1
s236963010,p00002,u334044746,1366361276,C,C,c,Wrong Answer,240,584,443,0/1
s559158512,p00002,u334044746,1366361353,C,C,c,Wrong Answer,250,584,443,0/1
s708670123,p00002,u879745691,1366361643,C,C,c,Accepted,0,600,267,1/1
s916457189,p00002,u145643522,1366706534,C,C,c,Accepted,0,600,284,1/1
s390154109,p00002,u340315059,1366728477,C,C,c,Wrong Answer,0,560,328,0/1
s506577791,p00002,u340315059,1366728707,C,C,c,Wrong Answer,0,560,332,0/1
s786260953,p00002,u340315059,1366728844,C,C,c,Accepted,0,600,344,1/1
s935290542,p00002,u340315059,1366790462,C,C,c,Accepted,0,596,252,1/1
s839671170,p00002,u340315059,1366791183,C,C,c,Accepted,0,600,249,1/1
s672948907,p00002,u968445619,1366818868,C,C,c,Wrong Answer,0,600,134,0/1
s025021770,p00002,u011621222,1366883761,C,C,c,Runtime Error,0,644,143,0/1
s110039505,p00002,u011621222,1366883961,C,C,c,Compile Error,0,0,164,0/1
s195071257,p00002,u095377734,1366894171,C,C,c,Accepted,0,600,176,1/1
s366370291,p00002,u095652514,1366951926,C,C,c,Time Limit Exceeded,20000,596,217,0/1
s434529308,p00002,u095652514,1366951973,C,C,c,Time Limit Exceeded,20000,592,230,0/1
s947437784,p00002,u095652514,1366952024,C,C,c,Time Limit Exceeded,20000,596,230,0/1
s698063406,p00002,u095652514,1366952155,C,C,c,Compile Error,20000,0,247,0/1
s392498770,p00002,u095652514,1366952179,C,C,c,Time Limit Exceeded,20000,596,248,0/1
s342842638,p00002,u095652514,1366952218,C,C,c,Accepted,0,600,248,1/1
s520331327,p00002,u104102582,1366952233,C,C,c,Wrong Answer,0,524,182,0/1
s678179553,p00002,u104102582,1366952502,C,C,c,Wrong Answer,0,600,232,0/1
s089302741,p00002,u104102582,1366952538,C,C,c,Wrong Answer,0,600,233,0/1
s629350284,p00002,u104102582,1366952762,C,C,c,Wrong Answer,0,600,235,0/1
s912284830,p00002,u561607102,1367035244,C,C,c,Wrong Answer,0,600,206,0/1
s118169755,p00002,u171431006,1367315158,C,C,c,Runtime Error,0,600,122,0/1
s540793594,p00002,u171431006,1367315538,C,C,c,Runtime Error,0,600,157,0/1
s810306504,p00002,u171431006,1367315648,C,C,c,Runtime Error,0,600,156,0/1
s286677571,p00002,u171431006,1367391626,C,C,c,Wrong Answer,0,588,213,0/1
s215728516,p00002,u171431006,1367391681,C,C,c,Wrong Answer,0,588,219,0/1
s429324032,p00002,u171431006,1367391807,C,C,c,Wrong Answer,0,600,237,0/1
s837688010,p00002,u171431006,1367391973,C,C,c,Time Limit Exceeded,20000,596,339,0/1
s973266846,p00002,u171431006,1367395582,C,C,c,Time Limit Exceeded,20000,596,327,0/1
s822755956,p00002,u171431006,1367395659,C,C,c,Time Limit Exceeded,20000,596,327,0/1
s359791299,p00002,u171431006,1367395840,C,C,c,Accepted,0,600,310,1/1
s143298314,p00002,u171431006,1367395899,C,C,c,Wrong Answer,250,584,443,0/1
s579250694,p00002,u011621222,1367502439,C,C,c,Accepted,0,644,195,1/1
s093325796,p00002,u011621222,1367681422,C,C,c,Time Limit Exceeded,20000,596,267,0/1
s841509134,p00002,u011621222,1367724334,C,C,c,Time Limit Exceeded,20000,596,267,0/1
s907125521,p00002,u656649654,1367910449,C,C,c,Wrong Answer,0,560,246,0/1
s792772187,p00002,u561607102,1367998448,C,C,c,Wrong Answer,0,600,198,0/1
s726438417,p00002,u284889485,1368025630,C,C,c,Wrong Answer,0,560,285,0/1
s408171711,p00002,u284889485,1368082202,C,C,c,Accepted,0,1596,228,1/1
s808943163,p00002,u389172382,1368089312,C,C,c,Accepted,0,612,245,1/1
s600304849,p00002,u853301215,1368164330,C,C,c,Wrong Answer,0,600,124,0/1
s679845304,p00002,u853301215,1368164650,C,C,c,Accepted,0,600,181,1/1
s154276186,p00002,u078042885,1368223563,C,C,c,Wrong Answer,0,600,426,0/1
s431730381,p00002,u078042885,1368223605,C,C,c,Wrong Answer,0,596,424,0/1
s144394197,p00002,u078042885,1368224058,C,C,c,Accepted,0,612,176,1/1
s938652860,p00002,u773863568,1368525025,C,C,c,Accepted,0,600,284,1/1
s887849648,p00002,u233309653,1368557524,C,C,c,Runtime Error,0,608,375,0/1
s341500156,p00002,u233309653,1368557743,C,C,c,Runtime Error,0,600,361,0/1
